0,1.0_0,1.0_1,1.2_0,1.2_1,inf_0,inf_1
2022-10-12 19:00:02.082370048,,,,,,60240310272.0
2022-10-12 19:00:02.582184960,,,,,,58426310656.0
2022-10-12 19:00:03.082479872,,,,,,57333927936.0
2022-10-12 19:00:03.582500864,,,,,,58547728384.0
2022-10-12 19:00:04.081723904,,,,,,54696411136.0
2022-10-12 19:00:04.581944832,,,,,,53267517440.0
2022-10-12 19:00:05.082379008,,,,,,51359735808.0
2022-10-12 19:00:05.581812992,,,,,,48036814848.0
2022-10-12 19:00:06.081777152,,,,,,42864267264.0
2022-10-12 19:00:06.581756160,,,,,,41450012672.0
2022-10-12 19:00:07.082309120,,,,,,36470935552.0
2022-10-12 19:00:07.582329088,,,,,,34560892928.0
2022-10-12 19:00:08.082508032,,,,,,30125428736.0
2022-10-12 19:00:08.581914880,,,,,,29274071040.0
2022-10-12 19:00:09.081625088,,,,,,25889554432.0
2022-10-12 19:00:09.582737920,,,,,,24281665536.0
2022-10-12 19:00:10.082347008,,,,,,21757964288.0
2022-10-12 19:00:10.581937920,,,,,,18534957056.0
2022-10-12 19:00:11.082225152,,,,,,16495820800.0
2022-10-12 19:00:11.582614784,,,,,,16704258048.0
2022-10-12 19:00:12.082586112,,,,,,12880867328.0
2022-10-12 19:00:12.582048000,,,,,,8505061376.0
2022-10-12 19:00:13.082104832,,,,,,6203281408.0
